tradeDate,ndxStk,commodityIdx,hs300,corpBond,daxStk,hsiStk
2011-01-04,-0.00122956545429,0.0239162271709,0.019443658852,-0.000249373105017,-0.00206087246886,0.0271098714698
2011-01-05,0.00837710647694,-0.00622136411872,-0.0044051135278,-6.46624389979e-05,-0.0051067083505,0.00376753428695
2011-01-06,0.00312676193392,-0.00839669012341,-0.00505738769924,0.00135703393562,0.00597224575726,0.0011980452433
2011-01-07,-0.000355741178232,-0.0174820341059,0.00220667592934,0.0015025883293,-0.00481726052751,-0.00419903075067
2011-01-10,0.00336759607121,-0.0172612153712,-0.0186242097897,-0.00268411965733,-0.0131520096791,-0.006751005066
2011-01-11,0.00190246963018,0.0008310057661,0.00536811966266,0.00113540395189,0.0122491605905,0.00985805528641
2011-01-12,0.00703149245682,0.00192017606134,0.00555906244869,0.00059026978887,0.0181599274101,0.0152561277231
2011-01-13,0.000282035661471,-0.00281897121862,-0.000337385141068,-0.000378101474028,0.000895096126918,0.00468814922836
2011-01-14,0.00773391404367,-0.0359297825227,-0.0158575086053,0.000507176559028,8.34355062125e-05,0.00182390753706
2011-01-18,0.00230432456177,0.00146287302854,0.00110887108136,0.0013574098645,0.00919601359106,-0.00012378146171
2011-01-19,-0.0109972457857,0.0296086397334,0.0223172400526,0.000202991355111,-0.00853225114948,0.0109377377133
2011-01-20,-0.00751299539338,-0.0442850075568,-0.0334412985963,0.000119930071686,-0.00829233169988,-0.0171789224138
2011-01-21,-0.00779909513321,0.00058972644224,0.0130733605494,-0.000793650835309,0.00541645957037,-0.00529819604069
2011-01-24,0.0140391257129,-0.0235390004501,-0.00984565921158,0.000110779797571,0.000757258080519,-0.00314942129469
2011-01-25,0.00158115064291,-0.0155063032866,-0.0052877493863,-0.000775716422213,-0.00124023326662,-0.000544225019164
2011-01-26,0.0043999317732,0.0109555277863,0.0134460238278,0.000295581975347,0.0096347279053,0.00228459622542
2011-01-27,0.00683863171073,0.0236607626434,0.0160006078126,-0.000175491260523,0.00395297273099,-0.00267182768304
2011-01-28,-0.0258938598201,0.00404202290077,0.0033876477383,-0.00114606837196,-0.00740343875277,-0.00686127277772
2011-01-31,0.00500829186628,0.0196829136973,0.0130112660414,0.000721067210669,-0.00357113502716,-0.00721058291979
2011-02-01,0.0186857397929,0.0139737554111,0.000250252284859,0.00095138257833,0.014976007279,0.00151757028709
2011-02-09,-0.00112609861969,-0.0219650132636,-0.0118761233247,-0.000526381417038,-0.000319626826725,-0.0136739814338
2011-02-10,0.00143912579132,0.0221750697434,0.0205731807841,0.000240138172964,0.00264370285301,-0.019856056387
2011-02-11,0.00624005397837,-0.000980641295948,0.00539749941726,-0.000249375408259,0.0042035819036,0.00528356515782
2011-02-14,0.00270746794279,0.0370136172206,0.030973596337,-0.000166284827817,0.00344393252044,0.0127157372574
2011-02-15,-0.00154385538625,0.012977216047,-0.000456747993356,0.00044336477639,0.000460936153717,-0.00961658697692
2011-02-16,0.00670315885985,0.020518933018,0.00954509118215,0.000240073870035,0.00192512991575,0.0111685116032
2011-02-17,-0.00015425679436,-0.00200533979751,-0.000806844051876,-0.000203135676863,-0.00118625424831,0.00623651228038
2011-02-18,-0.00212946108369,-0.013530774253,-0.0105393067892,-0.000203176949351,0.0028721474303,0.0125126693624
2011-02-22,-0.0295270601108,-0.0192710716881,-0.0293815877575,0.00045266216933,-0.000472666969022,-0.0212852322103
2011-02-23,-0.00948152341365,0.0103213997409,0.00352144149633,-0.000323309211124,-0.0170541478622,-0.0036563956452
2011-02-24,0.00536171626361,0.00778677449868,0.0050898050085,0.000831155446202,-0.00894940033593,-0.0134422523005
2011-02-25,0.0141559490218,-0.00121228440029,0.00209123885021,-0.000295442797038,0.00763781032598,0.0180359745209
2011-02-28,0.00200113748315,0.00823319894741,0.0130307350267,-0.000738989096592,0.0120561670354,0.0140518929155
2011-03-01,-0.0153145152201,0.00431204063313,0.00472096281356,0.00103443189363,-0.0067634510494,0.00249922885127
2011-03-02,0.00495905175694,-0.00162397700963,-0.00356715094197,-0.000572499715536,-0.00585650804311,-0.0149753859437
2011-03-03,0.0191512514712,-0.015633460986,-0.00667595155116,0.000526342531854,0.00622471514496,0.00319507634425
2011-03-04,-0.00498764700233,0.0164932519075,0.0150794784543,0.000673683458865,-0.00653393755755,0.0123118735723
2011-03-07,-0.0136050245784,0.0410922996539,0.0193308851483,9.22539011849e-06,-0.00236663119581,-0.00409528835785
2011-03-08,0.0040637655027,0.00151772641006,0.000884296599725,0.000894458566442,0.000393645980925,0.0169493023905
2011-03-09,-0.00637742279244,-0.00677303351083,0.00041939272549,0.00202570876976,-0.0046095398966,0.00414168318392
2011-03-10,-0.0166706994514,-0.0272923350729,-0.0177067438141,0.000514980423734,-0.00968101878615,-0.00823283511479
2011-03-11,0.00653206491245,-0.00759351960953,-0.0100741701684,0.000266582097373,-0.0116202161669,-0.0155817756579
2011-03-14,-0.0037211708512,0.000236180697499,0.00477398261654,0.000597253570264,-0.0165889641549,0.00412485352743
2011-03-15,-0.0136694548734,-0.0218928444745,-0.0182349552616,-4.59299201356e-05,-0.0324084927186,-0.0290142077617
2011-03-16,-0.0253902743446,0.0269699967893,0.0137134520247,0.000808058591484,-0.0203358176045,0.000997374867078
2011-03-17,0.0100583341602,-0.0138445064618,-0.0158568478455,0.000357908168256,0.0217217687832,-0.0185154619273
2011-03-18,-0.00187567720931,0.00348911923816,0.0057978047229,0.00102712725231,0.00112902377594,0.000708763985703
2011-03-21,0.0185696751111,0.000360217508423,-0.00267173354418,0.00051316827547,0.0225105005435,0.017116618793
2011-03-22,-0.00209703531405,0.00346309567626,0.00492997186729,0.000540374703465,-0.00517022207646,0.00758317952264
2011-03-23,0.00553833849226,0.0125779150007,0.0129381310297,0.000238038563371,0.00345664877059,-0.00142283965839
2011-03-24,0.0181518447581,-0.00587553471338,-0.00416495263912,0.000164762742025,0.0187994465622,0.0039299859854
2011-03-25,0.00184511922,0.0202617318804,0.0131749702799,0.00030199453894,0.00184147534739,0.0105652875013
2011-03-28,-0.00574095059438,0.00354761962608,-0.0011875385789,0.000585426554837,-0.00111342981786,-0.00391461222088
2011-03-29,0.00969620239685,-0.0196111127179,-0.00995343062488,-0.00127190972863,-0.000604039362846,-0.000339486069915
2011-03-30,0.00471036415672,0.00730598355675,-0.000583353562565,0.00017395364637,0.0175409810796,0.0168163476758
2011-03-31,0.00105655649308,-0.00795614342714,-0.0101214407964,0.000192229357676,-0.00224703218788,0.00323932597624
2011-04-01,0.00167877255159,0.0150994156061,0.0152219219241,-8.23794857245e-05,0.0194786877453,0.0115946096043
2011-04-06,0.00191835611245,0.0183143861975,0.011646901,0.000311175789374,0.00553144407187,0.0200955252559
2011-04-07,0.000231410311145,0.00128639158108,0.00402382281117,0.000466582202407,-0.00504799578586,-0.000133836145636
2011-04-08,-0.0050278574513,0.0120009808921,0.0086676054563,0.000310933901616,0.00531270515683,0.0046949552189
2011-04-11,-0.00288196541795,-9.75802288679e-05,-0.0059610243527,0.00158973830214,-0.00168634921146,-0.00381937393777
2011-04-12,-0.00702394052523,-0.0178803389394,-0.00199994060835,0.0018879545932,-0.0142511971218,-0.0135339178211
2011-04-13,0.00794375068187,0.00771349161972,0.0135130736001,0.000619420679305,0.0105120607768,0.00659555012571
2011-04-14,-0.00232498792663,-0.00770904332206,-0.0054924687447,0.000846528147549,-0.00438551209007,-0.00502731851124
2011-04-15,-0.00158911270115,-0.00106845621224,0.00160297985907,0.000109177258485,0.00443006826201,-0.000246969779942
2011-04-18,-0.00662622184662,-0.000499459275947,0.000148845406459,-0.00146578866997,-0.0213226587302,-0.00743172399013
2011-04-19,0.00627511714465,-0.0222967465246,-0.0191223286634,-0.000628853456861,0.00177162254904,-0.0130808166112
2011-04-20,0.0218637336899,0.00572379684752,-1.51708925173e-05,0.000619742462169,0.0293795676838,0.0158377824786
2011-04-21,0.0082533909484,0.0124916265972,0.00653550646023,7.28856333625e-05,0.0063666503291,0.0100849392278
